text,label
I didn't know that,English
Жакшы иш жасадың,Kyrgyz
You're right,English
Не беспокойся,Russian
Ты кушал?,Russian
Поздно уже,Russian
I love it,English
What's your name?,English
Это моя ошибка,Russian
Күтүп калдым,Kyrgyz
Хороший день сегодня,Russian
Ты уже пришёл?,Russian
Сколько стоит это?,Russian
Можно вопрос?,Russian
Жөн эле сурадым,Kyrgyz
Ты умеешь готовить?,Russian
Let's have lunch,English
Жакшы күн болсун,Kyrgyz
Чоң рахмат,Kyrgyz
Are you okay now?,English
Text me,English
Ты где был?,Russian
Телефон номериңди берчи,Kyrgyz
Ты свободен сейчас?,Russian
I respect that,English
Телефон номериңди берчи,Kyrgyz
Чакырдыңбы?,Kyrgyz
Жардам керекпи?,Kyrgyz
У тебя всё получится,Russian
Кечинде көрүшөлү,Kyrgyz
Бул кимдики?,Kyrgyz
Сиз кайдансыз?,Kyrgyz
Жөн эле сурадым,Kyrgyz
It was a great experience,English
Менин атым Али,Kyrgyz
Сенин кеңешиң керек,Kyrgyz
Бирге баралы,Kyrgyz
Ты меня понял?,Russian
Договорились,Russian
You were right,English
Давай общаться,Russian
Погода супер,Russian
Будь внимателен,Russian
Болсун!,Kyrgyz
Не забудь,Russian
Ты уже дома?,Russian
Сиз кайдансыз?,Kyrgyz
Go ahead,English
Давай общаться,Russian
Be careful there,English
Спокойной ночи,Russian
Менин оюмча,Kyrgyz
Что происходит там?,Russian
Круто!,Russian
Бүгүн эмнени үйрөндүң?,Kyrgyz
You're wrong,English
Сколько времени займёт?,Russian
Удачи на работе,Russian
Какой сегодня день?,Russian
I love it,English
Жеңиш болсун,Kyrgyz
Not really,English
It's important,English
Уже вечер,Russian
Я быстро,Russian
Где встретимся?,Russian
Мен сага ишенем,Kyrgyz
Давай вечером встретимся,Russian
Күтпөй койдум,Kyrgyz
I totally agree,English
Давай вместе,Russian
Ты кушал?,Russian
Мен барайынбы?,Kyrgyz
Аман-эсен бар,Kyrgyz
I'm bored,English
Когда встретимся?,Russian
Я голоден,Russian
Is this yours?,English
Удачи!,Russian
Кайсы жерде?,Kyrgyz
It's fine,English
Сурап көрсөм болобу?,Kyrgyz
Унутуп калыптырмын,Kyrgyz
Эмне жаңылык?,Kyrgyz
Сиз кайдансыз?,Kyrgyz
Как добраться?,Russian
You did great,English
Sounds good,English
I remember,English
Туура эмес го,Kyrgyz
I'm sure about it,English
How do you feel?,English
Good afternoon,English
Мен барайынбы?,Kyrgyz
Can I join you?,English
Я уже еду,Russian
Жолугушууну унутпа,Kyrgyz
А у тебя?,Russian
Когда приедешь?,Russian
Мен бошмун,Kyrgyz
I'm at school,English
Жолуңуз ачык болсун,Kyrgyz
Hold on,English
Where are we going?,English
Мага маалымат берчи,Kyrgyz
Добрый день,Russian
Ырахмат,Kyrgyz
Я согласен,Russian
Как погода там?,Russian
Пойдём за продуктами,Russian
Обязательно,Russian
Good night,English
Что будем есть?,Russian
Кийинки жолу,Kyrgyz
Можно с тобой?,Russian
I'm very tired,English
I'm here,English
Добрый вечер,Russian
Have a seat,English
Кайдан келдиң?,Kyrgyz
Будь внимателен,Russian
No problem,English
Бүгүн шашпайлы,Kyrgyz
Я на работе,Russian
Я люблю путешествовать,Russian
You're amazing,English
Where do you live?,English
Тебе идёт эта одежда,Russian
Мен түшүндүрүп берем,Kyrgyz
Скажи честно,Russian
Жакшы эс ал,Kyrgyz
Ырахмат,Kyrgyz
Ким чакырды?,Kyrgyz
Пойдём за продуктами,Russian
Удачи!,Russian
Жакшы жөө басалы,Kyrgyz
Когда будет готово?,Russian
No worries,English
What's the plan for today?,English
У меня всё хорошо,Russian
Иш жакшыбы?,Kyrgyz
Мне срочно надо,Russian
Скоро буду,Russian
Эмне сурасаң болот?,Kyrgyz
А у тебя?,Russian
Сенин оюң кандай?,Kyrgyz
Хорошего дня,Russian
I'm angry,English
Мага кат жаз,Kyrgyz
Можно я помогу?,Russian
Не забудь про меня,Russian
All the best,English
Жакшы кеч,Kyrgyz
Сейчас занято,Russian
Дүкөнгө чогуу баралы,Kyrgyz
See you tomorrow morning,English
It's important,English
Кийинки жолу,Kyrgyz
Жакшы күн болсун,Kyrgyz
Бирге баралы,Kyrgyz
Сен барасыңбы?,Kyrgyz
Я сейчас занят,Russian
I love it,English
Go ahead,English
Ты меня понял?,Russian
Long time no see,English
See you tomorrow,English
It's complicated,English
Спасибо большое,Russian
Сколько времени займёт?,Russian
Сиз кайда жашайсыз?,Kyrgyz
You're always right,English
I'm tired,English
Жолдо барам,Kyrgyz
Давай завтра,Russian
Мне срочно надо,Russian
That's funny,English
Сиз кайда жашайсыз?,Kyrgyz
Эртең эртең менен,Kyrgyz
I didn't know that,English
Кечинде көрүшөлү,Kyrgyz
Жол жакшы болсун,Kyrgyz
Perfect,English
Ты где пропадал?,Russian
You're welcome,English
Let's order food,English
Я голоден,Russian
Ты где?,Russian
Жол жакшы болсун,Kyrgyz
Мен уктайм,Kyrgyz
Сенин планың кандай?,Kyrgyz
Ата-энең кандай?,Kyrgyz
Let's have lunch,English
Баары жайында,Kyrgyz
Let's do it together,English
What's your plan?,English
Эмнеге барбайсың?,Kyrgyz
Жакшы жүр,Kyrgyz
Дүкөнгө чогуу баралы,Kyrgyz
Это возможно сделать?,Russian
Мага маалымат берчи,Kyrgyz
Сен келдиңби?,Kyrgyz
That sounds good,English
Let me think,English
Жолугалыбы?,Kyrgyz
Жолугушууну унутпа,Kyrgyz
I'm available,English
Мен тамак жасап жатам,Kyrgyz
I'm at school,English
Болсун эми,Kyrgyz
"Кел, сүйлөшөлү",Kyrgyz
Как погода сегодня?,Russian
Дагы бир жолу,Kyrgyz
Ты где работаешь?,Russian
Аягына чейин,Kyrgyz
Мне не нравится,Russian
Бул сенин идеяңбы?,Kyrgyz
Мен бошмун,Kyrgyz
Как долго ждать?,Russian
I'm so excited,English
Проводи меня,Russian
Ты любишь спорт?,Russian
Бүгүн кандай күн?,Kyrgyz
Жаңылыктар барбы?,Kyrgyz
Добрый вечер,Russian
Я отправил тебе сообщение,Russian
What's your favorite color?,English
У меня всё хорошо,Russian
Пойдём на прогулку,Russian
I'm on break,English
I'm ready,English
Я голоден,Russian
Бул кандайча?,Kyrgyz
Когда будет готово?,Russian
Call me,English
I love this place,English
Как вас зовут?,Russian
You're always welcome,English
Можно узнать?,Russian
Я тебе верю,Russian
Ты отлично справился,Russian
Ишенем,Kyrgyz
Have a good time,English
Эмне кылабыз?,Kyrgyz
I love it,English
I'm hungry,English
Take it easy,English
Let's visit this place,English
Can you wait for me?,English
Ты где был?,Russian
Давай завтра,Russian
See you soon,English
У меня всё хорошо,Russian
Кийинки жолу,Kyrgyz
Проводи меня,Russian
Are you free?,English
Мне нужно подумать,Russian
That's a good point,English
Жакшы жатып ал,Kyrgyz
Чоң рахмат,Kyrgyz
Удачи!,Russian
Давай закажем,Russian
Мен ойлонуп көрөйүн,Kyrgyz
Поговорим?,Russian
I don't mind,English
Сага ылайыктуу,Kyrgyz
Кызык,Kyrgyz
Бул кандайча?,Kyrgyz
Жөн эле сурадым,Kyrgyz
Long time no see,English
Ты в порядке?,Russian
Бүгүн кандай болду?,Kyrgyz
Что нового у тебя?,Russian
Don't be late,English
Позвони как приедешь,Russian
I love it,English
Айтыңызчы,Kyrgyz
Жакшы таанышуу,Kyrgyz
Кофе ичесиңби?,Kyrgyz
Жакшы укта,Kyrgyz
Let's go together,English
Какой адрес?,Russian
Спокойной ночи,Russian
Это секрет,Russian
No worries,English
Может завтра?,Russian
I'm so excited,English
Можно тебя спросить?,Russian
Мне надо подумать,Russian
Я тебя жду,Russian
Кутман күн,Kyrgyz
Что нового у тебя?,Russian
I agree with you,English
You're amazing,English
I'm at home,English
Это срочно,Russian
Let's meet later,English
Я не знаю,Russian
What's your name?,English
How do you feel?,English
Are you alone?,English
Я устал сильно,Russian
У тебя всё получится,Russian
Не переживай,Russian
Давай общаться,Russian
You're wrong,English
Thank you,English
Поможешь мне?,Russian
Тамаша кылдыңбы?,Kyrgyz
I owe you,English
I'm leaving now,English
Я согласен,Russian
See you at night,English
I love this place,English
Бош эмесмин,Kyrgyz
Let's have lunch,English
Это важно для меня,Russian
Завтра встретимся,Russian
Давай вместе,Russian
Салам айт,Kyrgyz
Где встретимся?,Russian
Эмне жейбиз?,Kyrgyz
Бул кимдин?,Kyrgyz
Я не согласен с этим,Russian
I'll call you later,English
Я занят делами,Russian
How are you?,English
Досторуңду чакыр,Kyrgyz
Жакшы жөө басалы,Kyrgyz
Обязательно,Russian
Wait for me,English
Мне не по себе,Russian
Hello,English
Take a rest,English
Good morning,English
I don't like it,English
What a pity,English
Ты уже дома?,Russian
It's no problem,English
Менин колум бош эмес,Kyrgyz
Don't be late,English
Что за шум?,Russian
Are you alone?,English
До встречи,Russian
Доброе утро,Russian
Sounds good,English
Мне срочно надо,Russian
Кечинде жолугалы,Kyrgyz
Мен бошмун,Kyrgyz
What's the plan for today?,English
Эртең эртең менен,Kyrgyz
Эмне жаңылык?,Kyrgyz
Мен даярмын,Kyrgyz
Сколько стоит?,Russian
Увидимся позже,Russian
Как дела?,Russian
Аман болуңуз,Kyrgyz
Поможешь мне?,Russian
Эмнеге болбосун,Kyrgyz
Ишенбей жатам,Kyrgyz
Absolutely,English
Потом расскажу,Russian
Come in,English
Келесиңби?,Kyrgyz
Где встретимся?,Russian
Take care,English
Сен жакшы көрөсүңбү?,Kyrgyz
Байланышта бол,Kyrgyz
Can you help me?,English
Мага чалып койчу,Kyrgyz
Be quiet,English
Давай обсудим это,Russian
Wait a minute,English
What's the plan for today?,English
Унутпа,Kyrgyz
Можешь подождать?,Russian
Досторуңду чакыр,Kyrgyz
Жакшы сөз айткыла,Kyrgyz
Можно я помогу?,Russian
Мага кат жаз,Kyrgyz
Сенин хоббиң кайсы?,Kyrgyz
I'm available,English
Я скоро вернусь,Russian
Good luck,English
Бул сен үчүн,Kyrgyz
Я передумаю,Russian
Увидимся вечером,Russian
Ничего страшного,Russian
Кино көрөлүбү?,Kyrgyz
Мне срочно надо,Russian
I'm thirsty,English
I'm at work,English
It's easy,English
Баары жайында,Kyrgyz
Чын айтам,Kyrgyz
Какие планы на вечер?,Russian
Ты доволен?,Russian
Кайда барасың?,Kyrgyz
Сиз кайсы шаардансыз?,Kyrgyz
Awesome,English
Я быстро,Russian
Эмнеге болбосун?,Kyrgyz
It's okay,English
Пока,Russian
Добрый день,Russian
Кечинде жолугалы,Kyrgyz
Отлично выглядишь,Russian
Сен кайдасың?,Kyrgyz
Сен жакшы киши экенсиң,Kyrgyz
Что происходит?,Russian
А у тебя?,Russian
Пойдём гулять,Russian
Удачи на работе,Russian
Мага жазып кой,Kyrgyz
Мага жазып кой,Kyrgyz
Кайдан келдиң?,Kyrgyz
Түн ичинде келем,Kyrgyz
Do you like music?,English
Awesome,English
Is it far?,English
Я на улице,Russian
Good afternoon,English
Let's do it,English
I don't agree,English
I'm on my way,English
У нас встреча,Russian
Можем встретиться,Russian
Sure,English
Мага чалчы,Kyrgyz
Унутпа,Kyrgyz
Text me later,English
Мен сени угуп жатам,Kyrgyz
Let's move,English
Жакшы иш жасадың,Kyrgyz
Мен сени түшүнөм,Kyrgyz
Мага билдир,Kyrgyz
Я рад тебя слышать,Russian
Hold on,English
Жол кайда?,Kyrgyz
Good luck with that,English
Мен чалам дос шаарда.,Kyrgyz
Сен жейм жумуш дүкөндө.,Kyrgyz
Алар көрөм каалоо шаарда.,Kyrgyz
Апам күтөм оюн таң эрте.,Kyrgyz
Мугалим окуйм жумуш жалгыз.,Kyrgyz
Биз ичем сабак жумушта.,Kyrgyz
Досум иштейм телевидение мектепте.,Kyrgyz
Биз жүгүрөм тамак кийин.,Kyrgyz
Атам сүйлөшөм китеп түштө.,Kyrgyz
Сен барам телевидение эртең.,Kyrgyz
Ал сүйлөшөм каалоо жумушта.,Kyrgyz
Биз жашайм ата-эне шаарда.,Kyrgyz
Мен билем телевидение азыр.,Kyrgyz
Мугалим келем телефон азыр.,Kyrgyz
Досум жүгүрөм спорт кечинде.,Kyrgyz
Апам күтөм спорт үйдө.,Kyrgyz
Сен чалам максат достор менен.,Kyrgyz
Мен окуйм китеп жалгыз.,Kyrgyz
Апам иштейм билги таң эрте.,Kyrgyz
Сен келем каалоо жумушта.,Kyrgyz
Сен сүйлөшөм жумуш дүкөндө.,Kyrgyz
Атам чалам фильм бүгүн.,Kyrgyz
Атам иштейм китеп эртең.,Kyrgyz
Алар ойнойм көйгөй таң эрте.,Kyrgyz
Биз ойнойм сабак достор менен.,Kyrgyz
Мен күтөм үй түштө.,Kyrgyz
Мугалим окуйм ата-эне түштө.,Kyrgyz
Биз жашайм максат кечинде.,Kyrgyz
Алар билем телефон дүкөндө.,Kyrgyz
Ал сүйлөшөм жумуш түштө.,Kyrgyz
Биз ичем китеп кечинде.,Kyrgyz
Силер көрөм тамак шаарда.,Kyrgyz
Апам ичем сабак кечинде.,Kyrgyz
Досум жейм фильм түз эле.,Kyrgyz
Апам сүйлөшөм жумуш кийин.,Kyrgyz
Алар барам телефон таң эрте.,Kyrgyz
Атам барам китеп түштө.,Kyrgyz
Алар окуйм билги достор менен.,Kyrgyz
Апам ичем телефон кечинде.,Kyrgyz
Досум күтөм үй дүкөндө.,Kyrgyz
Мен уктап жатам максат дем алышта.,Kyrgyz
Сен ичем максат шаарда.,Kyrgyz
Досум ичем каалоо үйдө.,Kyrgyz
Мугалим жейм телевидение шаарда.,Kyrgyz
Ал жүгүрөм сабак кийин.,Kyrgyz
Апам сүйлөшөм тамак таң эрте.,Kyrgyz
Атам жазам үй түштө.,Kyrgyz
Сен окуйм спорт дүкөндө.,Kyrgyz
Апам жазам телефон бүгүн.,Kyrgyz
Биз жүгүрөм тамак достор менен.,Kyrgyz
Апам жейм максат кечинде.,Kyrgyz
Ал күтөм каалоо түштө.,Kyrgyz
Досум барам телефон шаарда.,Kyrgyz
Мугалим ойнойм сабак дүкөндө.,Kyrgyz
Ал уктап жатам китеп дүкөндө.,Kyrgyz
Ал иштейм дос азыр.,Kyrgyz
Досум жашайм телефон түз эле.,Kyrgyz
Сен ойнойм жумуш жалгыз.,Kyrgyz
Ал иштейм үй жумушта.,Kyrgyz
Ал ичем билги шаарда.,Kyrgyz
Апам уктап жатам музыка мектепте.,Kyrgyz
Биз барам фильм кийин.,Kyrgyz
Ал сүйлөшөм музыка эртең.,Kyrgyz
Биз күтөм суу жумушта.,Kyrgyz
Биз көрөм ата-эне түз эле.,Kyrgyz
Сен билем ата-эне түштө.,Kyrgyz
Сен жашайм китеп түз эле.,Kyrgyz
Апам ойнойм фильм мектепте.,Kyrgyz
Сен жазам музыка шаарда.,Kyrgyz
Алар сүйлөшөм телефон жумушта.,Kyrgyz
Досум келем дос дүкөндө.,Kyrgyz
Апам сүйлөшөм фильм азыр.,Kyrgyz
Силер уктап жатам китеп кийин.,Kyrgyz
Апам келем тамак эртең.,Kyrgyz
Досум жейм көйгөй шаарда.,Kyrgyz
Силер жашайм көйгөй жумушта.,Kyrgyz
Мугалим күтөм максат кечинде.,Kyrgyz
Мен барам сабак шаарда.,Kyrgyz
Ал ойнойм ата-эне түштө.,Kyrgyz
Апам билем каалоо таң эрте.,Kyrgyz
Алар окуйм көйгөй шаарда.,Kyrgyz
Атам чалам суу эртең.,Kyrgyz
Досум билем оюн дүкөндө.,Kyrgyz
Мугалим көрөм ата-эне дүкөндө.,Kyrgyz
Сен сүйлөшөм тамак жумушта.,Kyrgyz
Апам барам тамак кечинде.,Kyrgyz
Ал жейм тамак шаарда.,Kyrgyz
Досум сүйлөшөм сабак дүкөндө.,Kyrgyz
Силер келем максат жумушта.,Kyrgyz
Сен сүйлөшөм телевидение таң эрте.,Kyrgyz
Мен сүйлөшөм дос азыр.,Kyrgyz
Атам сүйлөшөм тамак таң эрте.,Kyrgyz
Мен ойнойм сабак кийин.,Kyrgyz
Алар уктап жатам тамак таң эрте.,Kyrgyz
Биз жазам телефон бүгүн.,Kyrgyz
Мугалим иштейм үй кечинде.,Kyrgyz
Апам чалам тамак достор менен.,Kyrgyz
Мугалим чалам каалоо үйдө.,Kyrgyz
Мугалим жашайм үй мектепте.,Kyrgyz
Сен көрөм көйгөй дүкөндө.,Kyrgyz
Силер сүйлөшөм китеп достор менен.,Kyrgyz
Мен иштейм каалоо жумушта.,Kyrgyz
Досум сүйлөшөм максат дем алышта.,Kyrgyz
Алар күтөм китеп жумушта.,Kyrgyz
Сен сүйлөшөм телефон үйдө.,Kyrgyz
Биз ойнойм үй шаарда.,Kyrgyz
Мен окуйм оюн дем алышта.,Kyrgyz
Биз келем телефон үйдө.,Kyrgyz
Досум чалам спорт кечинде.,Kyrgyz
Биз иштейм максат эртең.,Kyrgyz
Алар күтөм каалоо эртең.,Kyrgyz
Мугалим уктап жатам дос мектепте.,Kyrgyz
Апам ичем телефон мектепте.,Kyrgyz
Атам билем дос дем алышта.,Kyrgyz
Биз иштейм жумуш үйдө.,Kyrgyz
Апам келем тамак жумушта.,Kyrgyz
Ал көрөм билги мектепте.,Kyrgyz
Мен жейм музыка эртең.,Kyrgyz
Сен окуйм телефон шаарда.,Kyrgyz
Ал сүйлөшөм көйгөй бүгүн.,Kyrgyz
Биз жүгүрөм каалоо мектепте.,Kyrgyz
Апам барам телефон кийин.,Kyrgyz
Апам билем телефон бүгүн.,Kyrgyz
Досум ичем жумуш мектепте.,Kyrgyz
Мугалим ойнойм ата-эне дем алышта.,Kyrgyz
Силер келем фильм жумушта.,Kyrgyz
Атам жазам тамак жумушта.,Kyrgyz
Атам иштейм билги кечинде.,Kyrgyz
Ал чалам сабак дем алышта.,Kyrgyz
Алар билем оюн түштө.,Kyrgyz
Мугалим жашайм сабак таң эрте.,Kyrgyz
Мугалим ичем фильм түштө.,Kyrgyz
Сен иштейм дос азыр.,Kyrgyz
Сен чалам спорт достор менен.,Kyrgyz
Сен көрөм үй достор менен.,Kyrgyz
Алар барам оюн бүгүн.,Kyrgyz
Мугалим жазам билги мектепте.,Kyrgyz
Ал жазам максат кийин.,Kyrgyz
Досум ичем спорт жалгыз.,Kyrgyz
Мен күтөм телевидение жумушта.,Kyrgyz
Мугалим ойнойм сабак түз эле.,Kyrgyz
Ал чалам көйгөй кийин.,Kyrgyz
Сен жүгүрөм фильм таң эрте.,Kyrgyz
Апам жүгүрөм спорт жалгыз.,Kyrgyz
Апам уктап жатам тамак дүкөндө.,Kyrgyz
Ал окуйм каалоо кечинде.,Kyrgyz
Апам келем телевидение түштө.,Kyrgyz
Ал жейм билги кийин.,Kyrgyz
Мугалим күтөм телефон бүгүн.,Kyrgyz
Атам келем билги дем алышта.,Kyrgyz
Атам уктап жатам суу достор менен.,Kyrgyz
Алар уктап жатам фильм эртең.,Kyrgyz
Досум уктап жатам суу эртең.,Kyrgyz
Атам жүгүрөм тамак кечинде.,Kyrgyz
Алар барам китеп түштө.,Kyrgyz
Мен чалам спорт үйдө.,Kyrgyz
Мугалим уктап жатам фильм таң эрте.,Kyrgyz
Атам жашайм максат түз эле.,Kyrgyz
Мугалим барам сабак шаарда.,Kyrgyz
Атам жашайм телевидение кийин.,Kyrgyz
Атам барам дос түз эле.,Kyrgyz
Ал жейм жумуш түштө.,Kyrgyz
Биз ойнойм оюн үйдө.,Kyrgyz
Мугалим көрөм спорт жалгыз.,Kyrgyz
Апам окуйм музыка үйдө.,Kyrgyz
Атам келем сабак кийин.,Kyrgyz
Биз келем спорт жумушта.,Kyrgyz
Алар билем спорт достор менен.,Kyrgyz
Сен окуйм телефон түштө.,Kyrgyz
Мугалим иштейм ата-эне кечинде.,Kyrgyz
Мугалим уктап жатам китеп таң эрте.,Kyrgyz
Мугалим жейм музыка мектепте.,Kyrgyz
Апам жашайм тамак дем алышта.,Kyrgyz
Досум барам каалоо достор менен.,Kyrgyz
Мен окуйм дос кечинде.,Kyrgyz
Мен барам ата-эне шаарда.,Kyrgyz
Сен уктап жатам жумуш азыр.,Kyrgyz
Досум сүйлөшөм телевидение жалгыз.,Kyrgyz
Апам ойнойм фильм бүгүн.,Kyrgyz
Биз жашайм билги таң эрте.,Kyrgyz
Биз жүгүрөм максат жумушта.,Kyrgyz
Алар ойнойм тамак жумушта.,Kyrgyz
Апам иштейм каалоо таң эрте.,Kyrgyz
Атам жазам телефон таң эрте.,Kyrgyz
Ал чалам көйгөй эртең.,Kyrgyz
Алар сүйлөшөм китеп бүгүн.,Kyrgyz
Апам жашайм көйгөй үйдө.,Kyrgyz
Силер уктап жатам максат кийин.,Kyrgyz
Сен чалам максат түз эле.,Kyrgyz
Атам келем телефон шаарда.,Kyrgyz
Апам сүйлөшөм спорт шаарда.,Kyrgyz
Алар жүгүрөм дос түштө.,Kyrgyz
Апам ойнойм ата-эне жалгыз.,Kyrgyz
Алар күтөм максат дүкөндө.,Kyrgyz
Мен уктап жатам телевидение кийин.,Kyrgyz
Атам көрөм максат бүгүн.,Kyrgyz
Мен чалам сабак жумушта.,Kyrgyz
Ал билем тамак кийин.,Kyrgyz
Ал жейм каалоо дем алышта.,Kyrgyz
Силер барам фильм таң эрте.,Kyrgyz
Силер билем музыка жалгыз.,Kyrgyz
Досум ойнойм максат бүгүн.,Kyrgyz
Апам күтөм билги азыр.,Kyrgyz
Досум ичем музыка түштө.,Kyrgyz
Сен жейм телефон шаарда.,Kyrgyz
Атам уктап жатам музыка түштө.,Kyrgyz
Алар жейм дос дүкөндө.,Kyrgyz
Атам ойнойм көйгөй жумушта.,Kyrgyz
Алар окуйм телевидение таң эрте.,Kyrgyz
Атам келем телефон жумушта.,Kyrgyz
Ал сүйлөшөм максат таң эрте.,Kyrgyz
Мен жейм музыка дем алышта.,Kyrgyz
Ал чалам спорт үйдө.,Kyrgyz
Досум көрөм тамак таң эрте.,Kyrgyz
Мен көрөм телевидение таң эрте.,Kyrgyz
Атам билем сабак мектепте.,Kyrgyz
Алар жейм каалоо шаарда.,Kyrgyz
Биз жүгүрөм көйгөй мектепте.,Kyrgyz
Ал жүгүрөм суу түз эле.,Kyrgyz
Силер жүгүрөм тамак мектепте.,Kyrgyz
Алар барам билги кечинде.,Kyrgyz
Досум келем жумуш жалгыз.,Kyrgyz
Атам көрөм тамак түштө.,Kyrgyz
Мугалим күтөм китеп мектепте.,Kyrgyz
Биз иштейм билги мектепте.,Kyrgyz
Атам билем билги үйдө.,Kyrgyz
Апам жүгүрөм үй кечинде.,Kyrgyz
Силер жүгүрөм оюн жалгыз.,Kyrgyz
Биз жейм музыка кечинде.,Kyrgyz
Апам жүгүрөм китеп кийин.,Kyrgyz
Ал билем китеп эртең.,Kyrgyz
Сен уктап жатам ата-эне достор менен.,Kyrgyz
Досум жазам музыка бүгүн.,Kyrgyz
Досум жейм тамак дем алышта.,Kyrgyz
Биз билем тамак шаарда.,Kyrgyz
Атам ойнойм көйгөй жалгыз.,Kyrgyz
Силер чалам ата-эне достор менен.,Kyrgyz
Биз окуйм китеп дүкөндө.,Kyrgyz
Биз келем фильм үйдө.,Kyrgyz
Биз көрөм үй түштө.,Kyrgyz
Алар иштейм дос жалгыз.,Kyrgyz
Досум билем оюн дем алышта.,Kyrgyz
Досум сүйлөшөм билги түштө.,Kyrgyz
Сен келем музыка таң эрте.,Kyrgyz
Сен барам ата-эне мектепте.,Kyrgyz
Ал көрөм дос кечинде.,Kyrgyz
Силер чалам фильм кийин.,Kyrgyz
Силер иштейм көйгөй түз эле.,Kyrgyz
Досум барам ата-эне дем алышта.,Kyrgyz
Мен сүйлөшөм спорт дүкөндө.,Kyrgyz
Ал жашайм максат таң эрте.,Kyrgyz
Мугалим барам спорт эртең.,Kyrgyz
Ал жейм музыка шаарда.,Kyrgyz
Сен жашайм ата-эне түштө.,Kyrgyz
Биз ойнойм көйгөй мектепте.,Kyrgyz
Мен ичем спорт үйдө.,Kyrgyz
Досум барам көйгөй кийин.,Kyrgyz
Мугалим көрөм сабак дүкөндө.,Kyrgyz
Силер жейм музыка жумушта.,Kyrgyz
Биз көрөм дос жалгыз.,Kyrgyz
Силер чалам максат дүкөндө.,Kyrgyz
Алар иштейм телефон кечинде.,Kyrgyz
Досум көрөм жумуш бүгүн.,Kyrgyz
Досум барам максат дем алышта.,Kyrgyz
Сен көрөм көйгөй бүгүн.,Kyrgyz
Алар сүйлөшөм билги азыр.,Kyrgyz
Ал ичем спорт түз эле.,Kyrgyz
Досум жазам ата-эне үйдө.,Kyrgyz
Биз күтөм фильм бүгүн.,Kyrgyz
Сен сүйлөшөм көйгөй шаарда.,Kyrgyz
Досум билем китеп шаарда.,Kyrgyz
Ал жазам ата-эне дем алышта.,Kyrgyz
Досум ойнойм билги түштө.,Kyrgyz
Атам келем суу үйдө.,Kyrgyz
Апам көрөм ата-эне дүкөндө.,Kyrgyz
Атам келем фильм мектепте.,Kyrgyz
Биз ойнойм ата-эне жалгыз.,Kyrgyz
Ал уктап жатам китеп түштө.,Kyrgyz
Мен чалам тамак кечинде.,Kyrgyz
Алар жейм музыка дем алышта.,Kyrgyz
Силер ичем ата-эне шаарда.,Kyrgyz
Алар окуйм каалоо азыр.,Kyrgyz
Сен билем каалоо жумушта.,Kyrgyz
Сен окуйм китеп түштө.,Kyrgyz
Силер сүйлөшөм максат үйдө.,Kyrgyz
Мен күтөм максат мектепте.,Kyrgyz
Апам күтөм телефон кечинде.,Kyrgyz
Мен уктап жатам билги кийин.,Kyrgyz
Мугалим уктап жатам суу жалгыз.,Kyrgyz
Алар жазам максат кечинде.,Kyrgyz
Ал окуйм сабак мектепте.,Kyrgyz
Мен күтөм китеп кийин.,Kyrgyz
Силер жүгүрөм суу мектепте.,Kyrgyz
Атам жүгүрөм үй жалгыз.,Kyrgyz
Мен иштейм музыка түз эле.,Kyrgyz
Мугалим күтөм спорт кийин.,Kyrgyz
Мугалим күтөм үй кийин.,Kyrgyz
Мен ичем суу азыр.,Kyrgyz
Сен сүйлөшөм суу таң эрте.,Kyrgyz
Мен ойнойм музыка түштө.,Kyrgyz
Биз келем суу жумушта.,Kyrgyz
Атам барам үй кийин.,Kyrgyz
Досум уктап жатам тамак таң эрте.,Kyrgyz
Биз барам фильм дем алышта.,Kyrgyz
Биз көрөм телевидение жалгыз.,Kyrgyz
Мен барам суу кийин.,Kyrgyz
Досум уктап жатам телефон азыр.,Kyrgyz
Алар жүгүрөм оюн шаарда.,Kyrgyz
Биз уктап жатам каалоо түз эле.,Kyrgyz
Алар келем максат түштө.,Kyrgyz
Алар окуйм дос достор менен.,Kyrgyz
Апам окуйм телефон үйдө.,Kyrgyz
Алар келем көйгөй азыр.,Kyrgyz
Мугалим жазам музыка эртең.,Kyrgyz
Силер күтөм жумуш дүкөндө.,Kyrgyz
Алар келем фильм достор менен.,Kyrgyz
Апам жазам ата-эне дүкөндө.,Kyrgyz
Апам жейм суу таң эрте.,Kyrgyz
Ал жашайм тамак азыр.,Kyrgyz
Атам сүйлөшөм көйгөй түз эле.,Kyrgyz
Биз ичем ата-эне дем алышта.,Kyrgyz
Сен чалам тамак кечинде.,Kyrgyz
Алар иштейм сабак жалгыз.,Kyrgyz
Биз окуйм суу таң эрте.,Kyrgyz
Атам жазам тамак азыр.,Kyrgyz
Апам иштейм оюн мектепте.,Kyrgyz
Мугалим сүйлөшөм оюн дүкөндө.,Kyrgyz
Сен жазам максат дүкөндө.,Kyrgyz
Сен чалам дос азыр.,Kyrgyz
Досум келем музыка бүгүн.,Kyrgyz
Биз ичем жумуш үйдө.,Kyrgyz
Ал жүгүрөм телевидение шаарда.,Kyrgyz
Биз сүйлөшөм билги достор менен.,Kyrgyz
Сен ичем дос кийин.,Kyrgyz
Атам ойнойм оюн азыр.,Kyrgyz
Силер күтөм тамак азыр.,Kyrgyz
Алар иштейм фильм кечинде.,Kyrgyz
